attack_nn	0.08212246557124449
bag_nn	0.15990554308389596
ball_nn	0.4144920278270821
bit_nn	0.13204959524173804
chairman_nn	0.1817774075997946
circle_vb	0.14055019884344594
contemplation_nn	0.3344612124294898
donkey_nn	0.15557549333600812
edge_nn	0.20304006967199784
face_nn	0.14062583484809588
fiction_nn	0.40697823190789806
gas_nn	0.13953040848622406
graft_nn	0.7381266843745564
head_nn	0.02803919795946423
land_nn	0.21933502978168504
lane_nn	0.4136735491238085
lass_nn	0.3030633037569946
multitude_nn	0.2960827976336375
ounce_nn	0.644360350866312
part_nn	0.3926974865335335
pin_vb	0.1843279560370814
plane_nn	0.6135238410840173
player_nn	0.4797940296263727
prop_nn	0.42466963735954144
quilt_nn	0.48046830515651573
rag_nn	0.4092921484058183
record_nn	0.2596714771355611
relationship_nn	0.0734618854684895
risk_nn	0.19633880871762543
savage_nn	0.30473898457583065
stab_nn	0.4636918547679029
stroke_vb	0.26017221743890756
thump_nn	0.4731764745249101
tip_vb	0.22917229377821113
tree_nn	0.01916385878455574
twist_nn	0.43473115507338556
word_nn	0.17486218422355135
